tick,x,turbo,switch,a,v,dir,rad,piece_no,schedule_time,initial_schedule_safe,nodes_visited,leafs_visited,unsafe_cuts,ub_cuts,solution_improvements,schedule,predicted_angles,0_throttle_predictions
45,1,0,2,0,5.9,0,0,1,0.092,1,39,0,0,34,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46,1,0,2,0,6,0,0,1,0.28,1,74,0,0,62,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
47,1,0,2,0,6.1,0,0,1,0.15,1,86,0,0,70,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
48,1,0,2,0,6.1,0,0,1,0.15,1,94,0,0,70,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
49,1,0,2,0,6.2,0,0,1,0.29,1,172,0,0,132,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
50,1,0,2,0,6.3,0,0,1,0.25,1,188,0,6,134,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
51,1,0,2,0,6.4,0,0,1,0.48,1,289,0,14,204,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 46 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
52,1,0,2,0,6.4,0,0,1,0.38,1,333,0,50,214,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 46 47 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
53,1,0,2,0,6.5,0,0,2,0.57,1,484,0,102,310,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 46 47 48 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
54,1,0,2,0,6.6,0,0,2,0.6,1,575,0,197,328,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 46 47 48 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
55,1,0,2,0,6.6,0,0,2,1,1,751,0,311,393,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0.2 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1 3.1 5.8 9 13 16 20 24 28 32 35 38 41 43 46 47 48 49 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
56,1,0,2,0,6.7,0,0,2,1,1,922,1,433,448,1,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0.1 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.86 2.4 4.5 6.9 9.7 13 16 19 22 25 29 32 35 38 41 43 45 47 48 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
57,1,0,2,0,6.8,0,0,2,1.5,1,1001,3,523,456,3,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
58,1,0,2,0,6.8,0,0,2,1.9,1,996,0,506,477,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
59,1,0,2,0,6.9,0,0,2,1.6,1,1136,0,604,524,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
60,1,0,2,0,7,0,0,2,1.3,1,1272,0,690,575,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 0.8 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
61,1,0,2,0,7,0,0,2,2,1,1304,0,722,572,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 0.8 1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
62,1,0,2,0,7.1,0,0,2,1.6,1,1398,0,821,571,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 0.8 1 1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
63,1,0,2,0,7.1,0,0,2,1.8,1,1498,0,876,615,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 0.8 1 1 1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 50 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
64,1,0,2,0,7.2,0,0,2,2,1,1526,0,912,610,0,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0.1 0 0 0.1 1 1 0 0 0.1 0.8 1 1 1 1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 38 40 42 44 45 47 48 49 49 50 50 50 50 50 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
65,1,0,2,0,7.3,0,0,2,1.7,1,1507,2,915,585,2,1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
66,1,0,2,0,7.3,0,0,2,1.9,1,1363,0,839,525,0,1 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
67,1,0,2,0,7.4,0,0,2,3,1,1378,0,861,515,0,1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
68,1,0,0,0,7.4,0,0,3,1.5,1,1330,0,851,480,0,1 1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0015 0.0029 0.004 0.0051 0.006 0.0068 0.0075 0.008 0.0085 0.0088 0.0091 0.0093 0.0094 0.0095 0.0095 0.0095 0.0094 0.0093 0.0092 0.009 0.0088 0.0086 0.0083 0.0081 0.0078 0.0076 0.0073 0.0071 0.0068 
69,1,0,0,0,7.5,0,0,3,1.5,1,1324,0,848,472,0,1 1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 ,0 0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.084 0.21 0.33 0.43 0.53 0.61 0.68 0.73 0.78 0.82 0.85 0.87 0.89 0.89 0.9 0.9 0.89 0.88 0.87 0.85 0.83 0.81 0.79 0.77 0.74 0.72 0.69 0.66 0.64 0.61 0.59 
70,1,0,0,0,7.5,0,0,3,1.4,1,1293,0,889,405,0,1 1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 ,0 0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0 0 0.14 0.35 0.61 0.85 1.1 1.3 1.4 1.6 1.7 1.8 1.8 1.9 1.9 1.9 2 2 1.9 1.9 1.9 1.9 1.8 1.8 1.7 1.7 1.6 1.6 1.5 1.5 1.4 1.3 1.3 1.2 
71,1,0,0,0,7.6,0,0,3,2,1,1252,0,857,388,0,1 1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 ,0 0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0 0.24 0.64 1.1 1.7 2.3 2.8 3.2 3.6 4 4.2 4.4 4.6 4.7 4.8 4.9 4.9 4.9 4.8 4.8 4.7 4.6 4.5 4.4 4.2 4.1 4 3.8 3.7 3.5 3.4 3.2 3.1 2.9 2.8 
72,1,0,0,0,7.6,0,0,3,1.1,1,1162,0,852,309,0,1 1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 1 ,0 0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 50 ,0 0 0 0 0 0 0 0 0 0 0.3 0.82 1.5 2.2 3 3.8 4.5 5.1 5.6 6.1 6.4 6.7 6.9 7.1 7.1 7.2 7.2 7.1 7.1 7 6.8 6.7 6.5 6.3 6.1 5.9 5.7 5.5 5.2 5 4.8 4.6 4.4 4.2 4 
73,1,0,0,0,7.7,0,0,3,1.3,1,1071,0,779,285,0,1 1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 1 1 ,0 0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 50 49 ,0 0 0 0 0 0 0 0 0 0.37 1 1.8 2.8 3.8 4.8 5.8 6.7 7.5 8.2 8.7 9.1 9.5 9.7 9.9 9.9 10 9.9 9.8 9.7 9.5 9.3 9.1 8.8 8.5 8.2 7.9 7.6 7.3 7 6.7 6.4 6.1 5.8 5.5 5.2 
74,1,0,0,0,7.7,0,0,3,1.2,1,932,0,692,229,0,1 1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 1 1 1 ,0 0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 50 49 49 ,0 0 0 0 0 0 0 0.5 1.4 2.6 3.9 5.4 6.9 8.4 9.9 11 12 13 14 15 15 16 16 16 16 16 16 15 15 15 14 14 13 13 13 12 11 11 10 9.9 9.4 9 8.5 8 7.6 
75,1,0,0,0,7.8,0,0,3,0.76,1,813,0,643,167,0,1 1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 1 1 1 1 ,0 0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 50 49 49 49 ,0 0 0 0 0 0 0.58 1.6 3 4.6 6.4 8.2 10 12 13 15 16 17 18 19 20 20 20 20 20 20 20 19 19 18 18 17 17 16 15 15 14 13 13 12 11 11 10 9.6 9 
76,1,0,0,0,7.8,0,0,3,0.71,1,650,0,512,127,0,1 1 1 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0.2 0 1 0.2 0 0 0 1 1 1 1 1 1 1 ,0 0 0 0 0 0.98 2.8 5.1 8 11 15 18 21 25 28 31 33 36 38 40 41 42 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 50 50 50 50 49 49 49 49 ,0 0 0 0 0 0.67 1.9 3.5 5.3 7.4 9.6 12 14 16 18 19 21 22 23 24 24 25 25 25 25 24 24 23 23 22 21 21 20 19 18 17 16 16 15 14 13 13 12 11 10 
77,1,0,0,0,7.9,0,0,3,1.4,1,497,1,403,84,1,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0.3 0.1 1 ,0 0 0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 37 38 40 41 42 43 43 44 44 44 45 45 46 46 47 47 48 48 48 48 48 48 48 48 48 49 49 49 ,0 0 0 0 0.76 2.1 3.9 6.1 8.5 11 14 16 18 21 23 25 26 27 28 29 30 30 30 30 29 29 28 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 13 12 
78,1,0,0,0,7.9,0,0,3,0.53,1,377,5,320,45,5,1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0 0 0 0.96 2.7 5 7.8 11 14 18 21 25 28 32 35 38 41 43 45 47 48 49 49 49 49 49 48 48 47 46 46 45 44 44 43 43 43 43 43 43 44 44 45 46 47 ,0 0 0 0.86 2.4 4.5 6.9 9.7 13 15 18 21 24 26 28 30 32 33 34 35 35 35 35 35 34 34 33 32 31 30 29 28 27 25 24 23 22 21 19 18 17 16 15 14 13 
79,0,0,0,0,7.9,0,0,3,0.41,1,245,0,230,15,0,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0 0 0.96 2.7 5 7.8 11 14 18 21 25 28 32 35 38 41 43 45 47 48 49 49 49 49 49 48 48 47 46 46 45 44 44 43 43 43 43 43 43 44 44 45 46 47 49 ,0 0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 37 38 40 41 41 41 41 41 41 40 39 38 37 36 34 33 31 30 29 27 26 24 23 22 20 19 18 17 15 14 
80,0,0,0,0,7.8,0,0,3,0.45,1,227,0,213,15,0,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0 0.96 2.7 5 7.8 11 14 18 21 25 28 32 35 38 41 43 45 47 48 49 49 49 49 49 48 48 47 46 46 45 44 44 43 43 43 43 43 43 44 44 45 46 47 49 49 ,0 0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 37 38 40 41 41 41 41 41 41 40 39 38 37 36 34 33 31 30 29 27 26 24 23 22 20 19 18 17 15 14 13 
81,0,0,0,0,7.6,-1,1e+02,4,0.34,1,217,0,199,18,0,0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0.96 2.7 5 7.8 11 14 18 21 25 28 32 35 38 41 43 45 47 48 49 49 49 49 49 48 48 47 46 46 45 44 44 43 43 43 43 43 43 44 44 45 46 47 49 49 50 ,0.96 2.7 5 7.8 11 14 18 21 24 27 30 33 35 37 38 40 41 41 41 41 41 41 40 39 38 37 36 34 33 31 30 29 27 26 24 23 22 20 19 18 17 15 14 13 12 
82,0,0,0,0.92,7.5,-1,1e+02,4,0.33,1,203,0,185,19,0,0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2.6 4.9 7.7 11 14 17 21 25 28 32 35 38 40 43 45 46 48 49 49 49 49 49 48 48 47 46 46 45 44 44 43 43 43 43 43 43 43 44 45 46 47 49 49 50 50 ,2.6 4.9 7.7 11 14 17 21 24 27 30 32 35 37 38 40 40 41 41 41 41 40 40 39 38 37 35 34 33 31 30 28 27 26 24 23 22 20 19 18 17 15 14 13 12 11 
83,0,0,0,2.6,7.3,-1,1e+02,4,0.37,1,203,0,178,26,0,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,4.8 7.6 11 14 17 21 24 28 31 35 38 40 43 45 46 47 48 49 49 49 49 48 48 47 46 45 45 44 44 43 43 43 43 43 43 43 44 45 46 47 49 49 50 50 49 ,4.8 7.6 11 14 17 20 24 27 30 32 34 36 38 39 40 41 41 41 41 40 39 39 38 36 35 34 33 31 30 28 27 26 24 23 21 20 19 18 16 15 14 13 12 11 11 
84,0,0,0,4.8,7.2,-1,1e+02,4,0.23,1,220,0,183,38,0,0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,7.5 11 14 17 21 24 28 31 34 37 40 42 44 46 47 48 49 49 49 48 48 47 47 46 45 45 44 43 43 43 43 42 43 43 43 44 45 46 47 49 49 50 50 49 48 ,7.5 11 14 17 20 23 27 29 32 34 36 38 39 40 41 41 41 41 40 39 38 37 36 35 34 32 31 30 28 27 25 24 23 21 20 19 18 16 15 14 13 12 11 10 9.7 
85,1,0,0,7.5,7,-1,1e+02,4,1.3,1,551,35,260,222,35,1 0.1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,10 14 17 20 24 28 31 35 38 41 43 46 48 50 51 53 54 55 56 56 56 56 56 56 56 56 56 55 55 55 55 56 56 56 57 58 58 59 60 60 59 58 56 54 52 ,10 14 17 20 23 26 29 31 33 35 36 38 38 39 39 39 39 38 38 37 36 35 33 32 31 30 28 27 26 24 23 22 20 19 18 17 16 15 14 13 12 11 10 9.3 8.6 
